KO_Class,KO_Subclass1,KO_Subclass2,KO_Number,,,,,,,,
Metabolism,Overview,01200 Carbon metabolism [PATH:ko01200],K00926,,,,,,,,
Metabolism,Overview,01200 Carbon metabolism [PATH:ko01200],K00640,,,,,,,,
Metabolism,Overview,01200 Carbon metabolism [PATH:ko01200],K01738,,,,,,,,
Metabolism,Overview,01200 Carbon metabolism [PATH:ko01200],K12339,,,,,,,,
Metabolism,Overview,01200 Carbon metabolism [PATH:ko01200],K13034,,,,,,,,
Metabolism,Overview,01200 Carbon metabolism [PATH:ko01200],K17069,,,,,,,,
Metabolism,Overview,01200 Carbon metabolism [PATH:ko01200],K01455,,,,,,,,
Metabolism,Overview,01200 Carbon metabolism [PATH:ko01200],K00249,,,,,,,,
Metabolism,Overview,01200 Carbon metabolism [PATH:ko01200],K07511,,,,,,,,
Metabolism,Overview,01200 Carbon metabolism [PATH:ko01200],K07514,,1.1.1.35,5.3.3.8],,,,,
Metabolism,Overview,01200 Carbon metabolism [PATH:ko01200],K07515,,,,,,,,
Metabolism,Overview,01200 Carbon metabolism [PATH:ko01200],K05605,,,,,,,,
Metabolism,Overview,01200 Carbon metabolism [PATH:ko01200],K00140,,1.2.1.27],,,,,,
Metabolism,Overview,01200 Carbon metabolism [PATH:ko01200],K18122,,,,,,,,
Metabolism,Overview,01200 Carbon metabolism [PATH:ko01200],K18121,,,,,,,,
Metabolism,Overview,01200 Carbon metabolism [PATH:ko01200],K18120,,,,,,,,
Metabolism,Overview,01200 Carbon metabolism [PATH:ko01200],K00043,,,,,,,,
Metabolism,Overview,01200 Carbon metabolism [PATH:ko01200],K08318,,,,,,,,
Metabolism,Overview,01200 Carbon metabolism [PATH:ko01200],K18119,,,,,,,,
Metabolism,Overview,01200 Carbon metabolism [PATH:ko01200],K01715,,,,,,,,
Metabolism,Overview,01200 Carbon metabolism [PATH:ko01200],K01782,,4.2.1.17,5.1.2.3],,,,,
Metabolism,Overview,01200 Carbon metabolism [PATH:ko01200],K01825,,enoyl-CoA,isomerase,[EC:1.1.1.35,4.2.1.17,5.1.2.3,5.3.3.8],
Metabolism,Overview,01200 Carbon metabolism [PATH:ko01200],K07516,,,,,,,,
Metabolism,Overview,01200 Carbon metabolism [PATH:ko01200],K00209,,1.3.1.44],,,,,,
Metabolism,Overview,01200 Carbon metabolism [PATH:ko01200],K17829,,,,,,,,
Metabolism,Overview,01200 Carbon metabolism [PATH:ko01200],K00248,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K01647,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K01681,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K01682,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K00031,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K00030,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K01655,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K17450,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K01705,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K05824,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K17753,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K10977,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K16792,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K16793,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K10978,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K14454,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K14455,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K00811,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K00812,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K00813,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K11358,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K00928,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K00133,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K00836,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K00814,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K14260,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K14272,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K00619,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K00620,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K00618,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K11067,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K14681,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K14682,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K00930,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K00145,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K12659,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K00818,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K00821,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K01438,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K14677,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K00825,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K05825,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K00838,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K05826,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K05827,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K19412,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K05828,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K05829,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K05830,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K05831,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K09011,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K01703,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K01704,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K00052,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K01652,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K01653,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K11258,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K00053,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K01687,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K00826,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K01649,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K01702,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K21346,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K15741,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K15742,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K21359,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K21360,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K12154,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K12156,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K11819,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K11820,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K11821,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K12155,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K13401,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K14984,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K12153,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K11818,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K11812,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K11813,,,,,,,,
Metabolism,Overview,01210 2-Oxocarboxylic acid metabolism [PATH:ko01210],K13027,,,,,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K11262,,,,,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K01962,,,,,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K02160,,,,,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K01961,,,,,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K01963,,,,,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K11263,,6.4.1.3,6.3.4.14],,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K18472,,,,,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K00645,,,,,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K00665,,,,,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K00668,,,,,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K00667,,,,,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K11533,,,,,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K00648,,,,,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K18473,,,,,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K00647,,,,,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K09458,,,,,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K00059,,,,,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K01716,,,,,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K02372,,,,,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K16363,,,,,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K00208,,,,,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K02371,,,,,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K10780,,,,,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K00209,,1.3.1.44],,,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K10781,,,,,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K03921,,,,,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K03922,,,,,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K07512,,,,,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K01074,,,,,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K00626,,,,,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K00632,,,,,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K07513,,,,,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K07508,,,,,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K07509,,,,,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K01825,,enoyl-CoA,isomerase,[EC:1.1.1.35,4.2.1.17,5.1.2.3,5.3.3.8],
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K01782,,4.2.1.17,5.1.2.3],,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K07516,,,,,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K00022,,,,,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K07514,,1.1.1.35,5.3.3.8],,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K10527,,,,,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K01692,,,,,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K13767,,,,,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K07511,,,,,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K07515,,,,,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K00232,,,,,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K00248,,,,,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K00249,,,,,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K00255,,,,,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K06445,,,,,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K09478,,,,,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K09479,,,,,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K01897,,,,,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K15013,,,,,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K08765,,,,,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K19523,,,,,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K19524,,,,,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K08766,,,,,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K10203,,[EC:2.3.1.199],,,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K10245,,,,,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K10246,,,,,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K10251,,1.1.1.330],,,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K10703,,,,,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K10258,,,,,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K07753,,,,,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K00507,,,,,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K10256,,desaturase),[EC:1.14.19.6,1.14.19.22],,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K10226,,,,,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K10244,,[EC:2.3.1.199],,,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K10224,,,,,,,,
Metabolism,Overview,01212 Fatty acid metabolism [PATH:ko01212],K10205,,[EC:2.3.1.199],,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K01803,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K00134,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K00150,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K00927,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K11389,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K01834,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K15633,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K15634,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K15635,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K01689,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K00873,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K12406,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K01623,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K01624,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K01622,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K11645,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K16305,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K16306,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K00850,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K16370,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K00615,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K00616,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K13810,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K01783,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K01807,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K01808,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K08094,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K13831,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K08093,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K13812,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K00948,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K09011,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K01703,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K01704,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K00052,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K01652,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K01653,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K11258,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K00053,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K01687,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K00826,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K01649,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K01702,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K17989,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K01754,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K01752,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K00600,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K01620,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K00058,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K00831,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K01079,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K02203,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K00640,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K01738,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K12339,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K13034,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K17069,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K01697,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K10150,,2.5.1.65,4.2.1.22],,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K01758,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K00928,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K12524,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K12525,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K12526,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K00133,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K00003,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K00872,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K02204,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K01733,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K00814,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K14260,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K14272,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K14454,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K14455,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K00811,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K00812,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K00813,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K11358,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K09758,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K01914,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K01915,,,,,,,,
Metabolism,Overview,01230 Biosynthesis of amino acids [PATH:ko01230],K00264,,,,,,,,
